Feasible	32298	0	1198.2
Feasible	36287	-1e-06	1199.67
Optimal	0	0	1151.34
Feasible	51588	0	1199.49
Feasible	26649.5	0	1199.25
Feasible	61772	0	1199.26
Feasible	79028	0	1198.95
Feasible	52416.5	0	1199.33
Feasible	45064	-1.74344e-06	1199.12
Feasible	22923.5	0	1199.23
Feasible	36320	0	1199.24
Feasible	65042	-7.5877e-06	1199.22
Feasible	55420	-2.32416e-07	1199.07
Feasible	60811.5	0	1199.28
Feasible	18254.5	-1e-06	1199
Feasible	107932	-2e-06	1199.22
Feasible	102294	0	1199.28
Feasible	117720	-1.90709e-06	1199.3
Feasible	70366.5	0	1199.05
Feasible	56955	0	1199.3
Feasible	37601.5	0	1199.48
Feasible	276958	0	1199.69
Feasible	84552.5	0	1199.64
Feasible	871545	0	1199.59
Feasible	97963	0	1199.59
Feasible	579289	0	1199.53
Feasible	906711	0	1199.82
Feasible	1.24776e+06	-1e-06	1199.54
Feasible	643394	-7.03886e-08	1199.37
Feasible	740962	-2e-06	1199.39
Feasible	176665	-1e-06	1199.06
Feasible	272547	-3.62096e-06	1199.31
Feasible	1.26101e+06	-4e-06	1199.54
Feasible	132138	0	1199.5
Feasible	151347	-1e-06	1199.28
Feasible	418635	-1e-06	1195.99
Feasible	641164	0	1186.09
Feasible	467835	-1.03253e-06	1181.62
Feasible	523576	-1.4e-05	1182.81
Feasible	309942	-1e-06	1195.01
Feasible	1.45033e+06	-1e-06	1199.01
Feasible	3.14062e+06	-1e-06	1199.49
Feasible	2.33332e+06	0	1199.58
Feasible	1.20192e+06	-1e-06	1199.65
Feasible	2.25234e+06	-8.33295e-08	1199.53
Feasible	646495	-6.67099e-07	1199.68
Feasible	2.99018e+06	-1e-06	1199.4
Feasible	1.50746e+06	0	1199.49
Feasible	655044	-1e-06	1199.55
Feasible	2.55256e+06	-1e-06	1199.57
Feasible	2.38326e+06	-1e-06	1199.28
Feasible	1.27304e+06	-1e-06	1199.47
Feasible	508951	-8.04495e-07	1199.29
Feasible	1.04954e+06	0	1199.2
Feasible	981017	-1.46534e-06	1199.36
Feasible	1.40585e+06	-1e-06	1178.87
Feasible	2.82477e+06	-4e-06	1199.08
Feasible	4.31551e+06	-1e-06	1199.1
Feasible	961729	-1e-06	1198.98
Feasible	965048	-3e-06	1199.11
Feasible	1.33903e+06	-8.62279e-07	1199.28
Feasible	668469	-2.01995e-08	1199.39
Feasible	3.69596e+06	0	1199.6
Feasible	4.5585e+06	-1e-06	1199.38
Feasible	1.92684e+06	-8.72391e-09	1199.56
Feasible	4.62168e+06	-1.58817e-06	1199.52
Feasible	5.82144e+06	-7.06505e-07	1199.58
Feasible	5.04568e+06	-1e-06	1199.77
Feasible	4.51526e+06	-6.66171e-08	1199.48
Feasible	2.26805e+06	0	1199.54
Feasible	2.06398e+06	-2e-06	1199.31
Feasible	3.68495e+06	0	1199.33
Feasible	4.36717e+06	-1e-06	1199.2
Feasible	2.8957e+06	0	1199.56
Feasible	7.65733e+06	-3.4058e-07	1198.84
Feasible	2.95695e+06	-3e-06	1168.65
Feasible	1.91695e+06	-1e-06	1186.34
Feasible	3.91708e+06	-5.54386e-07	1060.11
Feasible	956727	-1.35551e-06	1183.05
Feasible	497875	-2.85605e-06	1139.97
